0	0	2156.4436410055
1	1	11.110785588625
1	2	11.752140885683
1	3	20.927197398087
1	4	20.494101820127
1	5	11.079987189679
1	6	15.621978840494
1	7	10.290178663036
1	8	25.131595190675
1	9	14.927820451829
1	10	14.988269859078
2	1	11.741104485654
2	2	14.433679387844
2	3	17.749167769287
2	4	17.90124754723
2	5	10.713925075448
2	6	14.51880792261
2	7	10.095409800366
2	8	20.37956800527
2	9	12.646236387269
2	10	17.266930911585
3	1	11.845306902603
3	2	13.099004036522
3	3	22.388569931556
3	4	15.97421126279
3	5	11.127998719002
3	6	13.874926049649
3	7	11.97101581019
3	8	26.434036354512
3	9	13.465161913306
3	10	19.737859969884
4	1	11.97930878499
4	2	13.020322205909
4	3	22.005094289038
4	4	17.107351595237
4	5	11.876461169158
4	6	14.408975467304
4	7	10.431372401002
4	8	20.429896828091
4	9	14.148822155246
4	10	17.93443280846
5	1	11.844693501124
5	2	13.032454073623
5	3	16.885625063443
5	4	17.830470130076
5	5	11.103507347032
5	6	14.803239342033
5	7	11.912626386314
