0	0	4196.887852784
1	1	22.236108257791
1	2	22.962397612043
1	3	24.380323048821
1	4	21.861551063176
1	5	65.01850059826
1	6	24.795826925031
1	7	22.605140927494
1	8	26.381255989136
1	9	141.12140408791
1	10	21.637570784037
2	1	22.524909958829
2	2	65.320132193203
2	3	23.615183724342
2	4	19.100147564413
2	5	22.157526590944
2	6	29.484780501025
2	7	27.299334483687
2	8	147.76652730601
2	9	27.107099613118
2	10	30.191154341408
3	1	18.048780274251
3	2	25.679161003554
3	3	23.307696326348
3	4	19.744469174678
3	5	25.99877449236
3	6	26.823320962432
3	7	45.558522108637
