0	0	3535.7947323856
1	1	7.4238282791196
1	2	12.987733023771
1	3	6.1665976698042
1	4	6.6267359473493
1	5	5.3236741658579
1	6	6.3451259799239
1	7	10.728092656993
1	8	7.6506239199309
1	9	15.471196575463
1	10	7.4133355171466
2	1	9.9208739219909
2	2	11.593618661337
2	3	5.2314202701462
2	4	10.563291656568
2	5	6.1168741076247
2	6	6.1003282620758
2	7	5.1269550008675
2	8	5.3616096705675
2	9	8.6647885782767
2	10	5.7812413887806
3	1	8.3602348031099
3	2	11.035617636719
3	3	5.2377209025368
3	4	6.2694672091461
3	5	8.3347483120974
3	6	9.4166503883048
3	7	6.3725794558527
3	8	15.611807939416
3	9	11.611143174664
3	10	11.995455101059
4	1	7.9497781278973
4	2	5.8401744294073
4	3	7.5958234365921
4	4	7.2140290100975
4	5	6.1894899362598
4	6	6.9225843555876
4	7	8.6123761607684
4	8	7.0501792486839
4	9	5.4772826278
4	10	7.1632234875085
5	1	6.9940347054445
5	2	9.4212568847469
5	3	6.6089781364405
5	4	6.3286297506568
5	5	6.2668037689559
5	6	12.26866875763
5	7	6.619348027747
5	8	6.7805378859568
5	9	7.6798742599285
5	10	6.0490002883902
6	1	8.8683889179069
6	2	12.202774197448
6	3	5.4280589589044
6	4	5.6847765977304
6	5	7.7119204256982
6	6	8.0334637040273
6	7	5.8237511108824
6	8	12.955269730449
6	9	10.562395739814
6	10	10.503856201062
7	1	13.613771961412
7	2	12.297023861986
7	3	5.0953521811984
7	4	10.159012845051
7	5	5.8644591310184
7	6	7.30122881145
7	7	5.1897674626743
7	8	5.8024100329686
7	9	8.2381315039829
7	10	5.6728749927938
8	1	8.0550533273715
8	2	15.417508377459
8	3	5.6499161437487
8	4	6.9871060221712
8	5	9.7523902136975
8	6	13.065708382743
8	7	6.2262580582122
8	8	14.264892266257
8	9	10.228809045408
8	10	10.878817099406
9	1	6.4469799603571
9	2	22.477237033151
9	3	8.1302265819178
9	4	7.7779673797438
9	5	6.1384162644979
9	6	7.3006375238467
9	7	6.5578403582528
9	8	16.576779336087
9	9	13.275785325546
9	10	21.342908073957
10	1	5.8074455162366
10	2	7.1422721904906
10	3	6.6790704098691
10	4	10.688931459342
10	5	5.9017100418151
10	6	14.372957761259
10	7	8.3123495636873
10	8	15.989507131937
10	9	7.0169483539125
10	10	6.9057441353097
