5	3	8	42	49
13	8	11	55	13
29	10	16	33	17
10	12	22	59	25
9	6	14	43	4
18	8	20	6	56
20	5	13	54	42
23	9	11	46	11
9	11	11	19	19
22	6	19	44	22
9	3	18	31	3
22	5	21	7	23
9	10	8	22	28
6	3	20	6	37
19	3	11	55	26
24	12	14	30	37
4	11	8	54	3
7	8	9	32	5
14	5	20	13	9
25	8	8	11	33
17	7	10	30	21
4	9	13	7	10
14	10	17	6	13
10	6	20	40	57
9	3	19	37	28
18	3	17	6	40
26	8	12	1	10
9	12	15	55	10
7	4	7	38	26
20	4	13	6	27
12	8	12	32	19
31	8	11	7	41
17	9	17	9	51
14	7	20	10	56
6	8	7	53	8
16	3	13	5	53
19	6	8	54	45
22	4	15	54	53
18	11	10	19	57
14	8	7	5	23
20	8	9	32	16
18	6	9	18	49
21	8	15	17	24
11	3	12	18	48
16	9	11	7	51
25	8	15	30	38
11	6	18	17	48
30	11	11	19	20
27	3	14	53	34
2	4	13	42	40
23	3	9	43	59
25	3	9	18	44
30	6	14	31	0
25	5	13	30	47
10	6	20	11	45
17	12	7	53	22
25	11	6	24	44
11	8	6	33	24
23	9	19	24	37
16	4	10	43	14
15	5	6	56	55
6	5	16	19	54
9	10	9	1	0
6	7	8	24	31
17	12	6	25	15
22	10	19	55	13
19	6	20	46	16
2	7	11	20	7
28	4	17	17	26
22	6	14	19	14
24	7	7	28	54
27	11	8	49	45
17	8	18	37	37
23	4	6	1	16
28	7	20	50	41
9	4	13	44	0
14	12	20	6	51
10	6	18	29	45
18	8	9	43	3
7	4	15	8	39
1	10	13	53	58
17	11	13	31	11
10	6	7	20	45
16	12	18	6	44
19	10	9	31	22
18	6	11	7	0
15	6	17	28	44
2	6	15	19	36
10	11	10	30	8
17	3	15	53	52
30	10	6	48	7
24	4	11	7	6
20	8	15	55	15
5	6	12	19	50
23	7	7	55	29
31	8	20	26	55
22	10	16	16	37
26	10	6	24	19
24	6	14	43	20
15	6	6	36	17
8	5	22	54	37
6	8	11	42	46
30	4	19	7	38
3	9	13	43	7
24	11	13	52	58
8	12	17	43	33
15	10	7	4	40
19	6	22	0	9
5	6	21	14	28
3	3	17	51	0
16	6	9	7	4
13	8	15	31	0
30	10	9	10	32
16	6	15	16	51
13	5	8	54	26
13	3	18	16	57
14	7	12	54	40
7	10	18	59	54
10	12	8	52	17
2	4	17	6	16
3	3	9	55	43
27	3	13	42	46
31	8	7	37	28
9	6	10	8	54
11	9	14	17	39
30	7	20	39	30
25	5	11	30	56
10	4	7	45	9
15	12	9	11	50
10	7	22	2	57
22	6	16	53	46
10	7	9	42	52
1	10	17	44	13
9	4	20	40	37
12	3	9	44	36
27	10	10	6	34
2	3	22	17	50
14	8	16	19	34
16	3	19	54	28
8	10	23	2	44
1	4	12	8	31
24	9	17	10	59
6	8	17	55	23
9	3	17	41	17
10	12	15	43	5
2	12	5	58	31
22	9	15	56	20
27	8	16	30	51
20	7	14	7	1
28	8	9	13	19
9	7	15	30	42
30	4	6	35	44
22	4	20	46	8
19	5	8	7	39
10	12	12	54	14
2	6	10	7	30
9	3	9	53	56
20	7	8	32	28
20	5	16	44	24
24	7	15	31	10
23	9	21	5	21
14	10	15	54	39
27	7	18	5	5
10	8	11	18	43
18	6	22	7	31
28	8	20	51	23
29	9	16	53	11
9	9	18	55	31
30	9	12	33	52
30	10	11	43	19
23	3	9	55	30
1	9	14	19	17
26	11	8	20	33
9	6	7	21	0
8	12	6	38	53
26	6	13	43	22
4	8	18	44	45
20	7	15	30	24
16	9	20	16	43
21	8	15	43	37
13	11	8	32	39
11	6	10	30	15
22	10	18	23	6
11	11	17	34	8
26	10	18	59	22
1	10	10	5	45
21	7	21	5	38
3	12	13	42	24
30	7	16	56	33
12	5	15	42	46
25	3	17	4	52
10	9	21	39	9
20	8	14	6	44
25	3	17	18	19
2	4	12	19	55
6	10	15	31	3
7	12	11	37	48
20	4	18	2	21
2	6	18	28	16
15	10	11	18	51
9	9	21	27	12
30	7	11	8	9
19	6	11	56	22
2	3	18	58	52
24	9	20	50	25
6	5	19	17	56
7	12	7	12	55
18	12	16	43	48
28	8	7	21	34
25	8	16	18	54
2	10	21	4	9
17	7	17	32	45
16	9	15	42	43
1	7	7	37	25
27	3	7	28	48
9	3	18	39	14
17	12	8	50	58
11	3	20	30	36
25	9	10	43	36
26	3	11	30	57
8	7	17	31	9
4	9	16	42	15
16	10	18	34	5
18	12	9	20	38
3	7	21	27	47
30	9	21	3	4
19	11	14	7	14
5	6	19	34	42
16	10	15	43	57
21	9	9	43	8
24	8	10	21	38
5	11	16	28	36
17	7	20	4	44
19	3	17	17	25
13	7	15	55	41
2	3	16	21	1
4	9	19	55	16
16	3	10	7	28
15	4	11	43	28
21	9	9	4	22
21	12	12	29	14
16	11	10	6	19
6	10	13	31	20
10	4	19	19	5
3	8	6	32	36
27	8	21	15	23
12	3	13	6	26
19	3	12	7	56
13	3	13	54	27
30	3	17	30	18
26	10	13	19	32
13	3	7	29	4
13	11	6	25	52
9	7	16	54	55
4	8	10	20	20
10	4	6	17	31
11	8	12	19	3
28	12	12	18	45
17	6	22	26	36
14	12	9	54	47
18	6	6	56	46
9	3	17	30	55
14	4	13	43	33
24	12	10	32	47
4	3	6	1	19
2	9	16	7	46
16	10	17	8	55
28	8	14	30	41
10	9	21	27	10
22	5	12	19	31
9	6	9	55	56
1	7	13	31	4
28	12	8	1	21
